orderNumber,item,dateIssued,dateChanged,orderStatus,orderTotalValue,approvedBy,supplierVendorCode,productSku,quantity,unitPrice,deliveryDate,still_to_be_delivered_qty,still_to_be_delivered_value,still_to_be_invoiced_qty,still_to_be_invoiced_value,contractReference,paymentTerms,requisitioner,costCenter
PO-55965a4304,1,2023-10-24 07:06:41,2023-11-10 07:06:41,Delivered,2597.0,Mikayla Dickerson,SUP-5ae46043,PROD-b365e2,100,25.97,2023-11-14 07:06:41,0,0.0,43,1116.71,,Net 90,Todd Ross,CC-118
PO-2d8a6ba978,1,2025-05-06 08:18:56,2025-06-03 08:18:56,Issued,1028.8,David Henry,SUP-31b021e8,PROD-034b1b,16,64.3,2025-06-16 08:18:56,4,257.2,11,707.3,CTR-6f4112d43e,Net 30,Patricia Ellison,CC-161
PO-fadad4426e,1,2025-03-03 10:41:34,2025-03-20 10:41:34,Approved,35245.89,David Brown,SUP-f39c5427,PROD-d914c6,69,510.81,2025-03-17 10:41:34,69,35245.89,69,35245.89,,Net 30,Preston Lopez,CC-123
PO-fadad4426e,2,2025-03-03 10:41:34,2025-03-29 10:41:34,Partially Received,29640.799999999996,Maria Morrison,SUP-f39c5427,PROD-46e754,56,529.3,2025-04-22 10:41:34,5,2646.5,25,13232.499999999998,CTR-043950e174,Net 90,Johnathan Jacobs,CC-123
PO-fadad4426e,3,2025-03-03 10:41:34,2025-03-16 10:41:34,Closed,88570.44,Elaine Simon,SUP-f39c5427,PROD-25dd54,98,903.78,2025-04-13 10:41:34,0,0.0,72,65072.159999999996,,Net 30,Rebecca Young,CC-123
PO-fadad4426e,4,2025-03-03 10:41:34,2025-03-08 10:41:34,Closed,36948.24,Steven Campbell,SUP-f39c5427,PROD-d4e5a4,72,513.17,2025-04-17 10:41:34,0,0.0,5,2565.85,,Net 90,Claudia Foster,CC-123
PO-fadad4426e,5,2025-03-03 10:41:34,2025-03-17 10:41:34,Rejected,17890.74,Adam Williams,SUP-f39c5427,PROD-d4e5a4,54,331.31,2025-03-29 10:41:34,54,17890.74,54,17890.74,CTR-f0ab7cd16a,Net 30,Andrea Hill,CC-123
PO-6196faf9f5,1,2025-07-10 02:04:51,2025-08-01 02:04:51,Closed,7715.0599999999995,Joel Simmons,SUP-d31dcd2f,PROD-6d7c4f,86,89.71,2025-07-24 02:04:51,0,0.0,23,2063.33,CTR-fe19b26338,Net 30,Karen Hoffman,CC-158
PO-6196faf9f5,2,2025-07-10 02:04:51,2025-07-19 02:04:51,Cancelled,13694.25,Brandy Adams,SUP-d31dcd2f,PROD-5fdf3e,31,441.75,2025-08-03 02:04:51,31,13694.25,31,13694.25,CTR-570457847b,Net 90,Brittany Martinez,CC-158
PO-e476d1fd8a,1,2024-08-10 23:08:51,2024-09-04 23:08:51,Draft,38523.0,Jeffrey Pierce,SUP-71835ef8,PROD-8e8749,75,513.64,2024-08-31 23:08:51,75,38523.0,75,38523.0,,Net 60,Matthew Miller,CC-101
PO-e476d1fd8a,2,2024-08-10 23:08:51,2024-08-28 23:08:51,Closed,39392.76,Jennifer Munoz,SUP-71835ef8,PROD-d4f04d,66,596.86,2024-10-06 23:08:51,0,0.0,15,8952.9,,Net 90,Brian Tran,CC-101
PO-e476d1fd8a,3,2024-08-10 23:08:51,2024-09-02 23:08:51,Draft,331.99,Catherine Boyd,SUP-71835ef8,PROD-25dd54,1,331.99,2024-09-23 23:08:51,1,331.99,1,331.99,,Net 30,Lisa Fox,CC-101
PO-e476d1fd8a,4,2024-08-10 23:08:51,2024-08-30 23:08:51,Delivered,60785.92,Eric Ali,SUP-71835ef8,PROD-308023,64,949.78,2024-10-01 23:08:51,0,0.0,49,46539.22,,Net 30,Scott Donaldson,CC-101
PO-8f076cc7d2,1,2023-12-19 16:04:58,2023-12-20 16:04:58,Approved,2860.0,Billy Miller,SUP-340ae111,PROD-d4e5a4,13,220.0,2023-12-30 16:04:58,13,2860.0,13,2860.0,,Net 90,Donna Jackson,CC-124
PO-65d9f3b156,1,2025-05-06 21:26:06,2025-05-12 21:26:06,Cancelled,43793.28,Meagan Hale,SUP-09be9878,PROD-cb1527,64,684.27,2025-05-22 21:26:06,64,43793.28,64,43793.28,CTR-1bbc3f63d5,Net 60,Tiffany Martin,CC-168
PO-d0fc325366,1,2025-02-04 08:16:29,2025-02-27 08:16:29,Closed,48761.810000000005,Steven Williams,SUP-9ec2ea9a,PROD-24132b,73,667.97,2025-03-28 08:16:29,0,0.0,7,4675.79,CTR-ae7e5eafd0,Net 30,William Martinez,CC-166
PO-40cb7637f2,1,2025-10-11 07:15:41,2025-10-23 07:15:41,Cancelled,46498.9,Douglas Mueller,SUP-3dbd3b20,PROD-d15ce8,70,664.27,2025-11-13 07:15:41,70,46498.9,70,46498.9,,Net 30,Amber Rosales,CC-178
PO-36cf91e6b6,1,2025-01-22 14:00:53,2025-02-16 14:00:53,Draft,13558.33,Kenneth Wright,SUP-9f4c8b97,PROD-eb5a4f,43,315.31,2025-02-10 14:00:53,43,13558.33,43,13558.33,,Net 60,Stacy Collins,CC-103
PO-36cf91e6b6,2,2025-01-22 14:00:53,2025-01-28 14:00:53,Draft,4466.61,Jeremy Hall,SUP-9f4c8b97,PROD-c245f9,71,62.91,2025-02-12 14:00:53,71,4466.61,71,4466.61,,Net 90,Kenneth Allen,CC-103
PO-36cf91e6b6,3,2025-01-22 14:00:53,2025-02-20 14:00:53,Closed,14771.3,William Barton,SUP-9f4c8b97,PROD-766c1c,17,868.9,2025-02-08 14:00:53,0,0.0,10,8689.0,,Net 30,Geoffrey Everett,CC-103
PO-36cf91e6b6,4,2025-01-22 14:00:53,2025-01-24 14:00:53,Closed,31569.75,Austin Khan,SUP-9f4c8b97,PROD-9fc5f6,75,420.93,2025-02-01 14:00:53,0,0.0,54,22730.22,CTR-825e8dea10,Net 90,Hannah Jones,CC-103
PO-c94cec93da,1,2025-08-30 15:50:10,2025-09-07 15:50:10,Pending Approval,37325.700000000004,Nathaniel Parker,SUP-04b712ff,PROD-be7df3,67,557.1,2025-10-06 15:50:10,67,37325.700000000004,67,37325.700000000004,,Net 90,Justin Daniels,CC-149
PO-c94cec93da,2,2025-08-30 15:50:10,2025-09-05 15:50:10,Rejected,3306.9,John Melton,SUP-04b712ff,PROD-2b1f58,5,661.38,2025-10-15 15:50:10,5,3306.9,5,3306.9,CTR-e208a4706f,Net 60,Tina Mack,CC-149
PO-c94cec93da,3,2025-08-30 15:50:10,2025-08-31 15:50:10,Delivered,15187.550000000001,Warren Hays,SUP-04b712ff,PROD-b5b045,35,433.93,2025-09-18 15:50:10,0,0.0,2,867.86,,Net 30,Emily Garcia,CC-149
PO-c94cec93da,4,2025-08-30 15:50:10,2025-09-26 15:50:10,Pending Approval,39405.1,Ethan Contreras,SUP-04b712ff,PROD-c245f9,41,961.1,2025-10-02 15:50:10,41,39405.1,41,39405.1,,Net 60,Sierra Merritt,CC-149
PO-06f2c4e142,1,2024-12-23 20:45:54,2024-12-27 20:45:54,Cancelled,10826.279999999999,Adrian Hill,SUP-f23a29b3,PROD-766c1c,61,177.48,2025-01-09 20:45:54,61,10826.279999999999,61,10826.279999999999,,Net 60,Matthew Russell,CC-142
PO-f28979ed35,1,2025-06-20 10:41:41,2025-07-10 10:41:41,Draft,2262.37,Christian Aguilar,SUP-e0606575,PROD-3d1687,11,205.67,2025-07-11 10:41:41,11,2262.37,11,2262.37,,Net 30,Julie Smith,CC-180
PO-d295d52dcb,1,2025-06-18 09:32:53,2025-07-02 09:32:53,Partially Received,34303.08,Angela Jones,SUP-3c8c9993,PROD-47c0bf,42,816.74,2025-07-21 09:32:53,35,28585.9,35,28585.9,,Net 30,Whitney Chase,CC-143
PO-d295d52dcb,2,2025-06-18 09:32:53,2025-07-02 09:32:53,Closed,12661.38,Jessica Lewis,SUP-3c8c9993,PROD-3df99f,18,703.41,2025-07-24 09:32:53,0,0.0,5,3517.0499999999997,,Net 60,Joe Perez,CC-143
PO-d295d52dcb,3,2025-06-18 09:32:53,2025-07-11 09:32:53,Rejected,4282.15,Joseph Ray,SUP-3c8c9993,PROD-4fdc5a,5,856.43,2025-07-25 09:32:53,5,4282.15,5,4282.15,CTR-8c7da79f60,Net 90,Shannon Pena,CC-143
PO-d295d52dcb,4,2025-06-18 09:32:53,2025-07-06 09:32:53,Closed,10050.92,Amber Tyler,SUP-3c8c9993,PROD-64f1eb,22,456.86,2025-08-08 09:32:53,0,0.0,11,5025.46,CTR-a932b5ab54,Net 90,Jeffrey Reynolds,CC-143
PO-68f0ed27eb,1,2025-09-21 07:30:43,2025-10-17 07:30:43,Closed,67120.92,Jeremy Smith,SUP-ee9bcb83,PROD-cb1527,76,883.17,2025-10-30 07:30:43,0,0.0,47,41508.99,CTR-3e757a9267,Net 60,Julia Oliver,CC-157
PO-68f0ed27eb,2,2025-09-21 07:30:43,2025-10-09 07:30:43,Approved,52508.799999999996,Diana Davis,SUP-ee9bcb83,PROD-b365e2,61,860.8,2025-10-24 07:30:43,61,52508.799999999996,61,52508.799999999996,CTR-361d4f9e2e,Net 60,Karen Collins,CC-157
PO-fc2223bd43,1,2024-04-03 19:39:45,2024-05-01 19:39:45,Approved,2478.2400000000002,Christopher Andrews,SUP-89be7c73,PROD-c245f9,12,206.52,2024-05-22 19:39:45,12,2478.2400000000002,12,2478.2400000000002,,Net 30,Dennis Nielsen,CC-158
PO-fc2223bd43,2,2024-04-03 19:39:45,2024-04-05 19:39:45,Delivered,192.48,Autumn Woods,SUP-89be7c73,PROD-2bb54f,16,12.03,2024-05-02 19:39:45,0,0.0,6,72.17999999999999,CTR-54b2df1c33,Net 30,Mrs. Amber Dunn,CC-158
PO-fc2223bd43,3,2024-04-03 19:39:45,2024-04-26 19:39:45,Closed,17538.08,Mary Nguyen,SUP-89be7c73,PROD-be104f,56,313.18,2024-05-14 19:39:45,0,0.0,56,17538.08,CTR-f4f58f8951,Net 30,Trevor Allen,CC-158
PO-89d4674c2b,1,2023-11-23 19:10:44,2023-12-15 19:10:44,Draft,478.71,Michael Hernandez,SUP-c9f959df,PROD-c245f9,1,478.71,2023-12-06 19:10:44,1,478.71,1,478.71,,Net 60,Brenda Crawford,CC-114
PO-89d4674c2b,2,2023-11-23 19:10:44,2023-11-24 19:10:44,Draft,47379.78,Virginia Young,SUP-c9f959df,PROD-84fa90,63,752.06,2024-01-06 19:10:44,63,47379.78,63,47379.78,,Net 30,Robert Steele,CC-114
PO-89d4674c2b,3,2023-11-23 19:10:44,2023-12-23 19:10:44,Closed,14589.679999999998,Jason Keller,SUP-c9f959df,PROD-58f4ab,56,260.53,2024-01-17 19:10:44,0,0.0,0,0.0,CTR-5f26e70cbf,Net 60,Krista Murillo,CC-114
PO-89d4674c2b,4,2023-11-23 19:10:44,2023-11-30 19:10:44,Delivered,53855.99999999999,Katrina Mcdonald,SUP-c9f959df,PROD-3df99f,100,538.56,2024-01-02 19:10:44,0,0.0,43,23158.079999999998,CTR-65a2cd03ee,Net 60,Ronald Ward,CC-114
PO-89d4674c2b,5,2023-11-23 19:10:44,2023-12-17 19:10:44,Draft,85656.81999999999,Jesus Bryant,SUP-c9f959df,PROD-291e6e,97,883.06,2023-12-20 19:10:44,97,85656.81999999999,97,85656.81999999999,,Net 90,Morgan Miller,CC-114
PO-3af90865a0,1,2024-06-20 17:08:15,2024-06-22 17:08:15,Partially Received,20633.129999999997,Theodore Mckinney,SUP-c2aa978f,PROD-c245f9,81,254.73,2024-07-23 17:08:15,81,20633.129999999997,81,20633.129999999997,CTR-21e1fcf526,Net 90,Andrew Dunlap,CC-100
PO-3af90865a0,2,2024-06-20 17:08:15,2024-07-02 17:08:15,Closed,12262.74,Erin Fuller,SUP-c2aa978f,PROD-cc512e,97,126.42,2024-08-19 17:08:15,0,0.0,28,3539.76,,Net 60,Christine Frazier,CC-100
PO-3af90865a0,3,2024-06-20 17:08:15,2024-07-07 17:08:15,Partially Received,57661.24,Rachel Hall,SUP-c2aa978f,PROD-1fc1b5,98,588.38,2024-08-19 17:08:15,77,45305.26,78,45893.64,CTR-e1e78f810c,Net 90,Michele Brown,CC-100
PO-d211f35c86,1,2024-09-19 14:58:38,2024-09-27 14:58:38,Closed,7566.6,Nancy Rosales,SUP-92d0da48,PROD-ace40b,15,504.44,2024-11-03 14:58:38,0,0.0,7,3531.08,,Net 30,Bradley Burton,CC-166
PO-d211f35c86,2,2024-09-19 14:58:38,2024-10-05 14:58:38,Cancelled,75412.14,Kelli Goodwin,SUP-92d0da48,PROD-e34810,83,908.58,2024-11-01 14:58:38,83,75412.14,83,75412.14,,Net 60,Daniel Perry,CC-166
PO-d211f35c86,3,2024-09-19 14:58:38,2024-10-18 14:58:38,Partially Received,41245.5,Anna Salazar,SUP-92d0da48,PROD-308023,62,665.25,2024-10-16 14:58:38,34,22618.5,44,29271.0,,Net 60,Warren Ross,CC-166
PO-d211f35c86,4,2024-09-19 14:58:38,2024-09-26 14:58:38,Issued,16390.72,James Bowen,SUP-92d0da48,PROD-be7df3,34,482.08,2024-10-11 14:58:38,21,10123.68,28,13498.24,CTR-6f57f257c5,Net 60,Joshua Lowery,CC-166
PO-d211f35c86,5,2024-09-19 14:58:38,2024-10-17 14:58:38,Closed,2268.82,Yvonne Beasley,SUP-92d0da48,PROD-55cd75,17,133.46,2024-10-12 14:58:38,0,0.0,6,800.76,CTR-72a3da4ded,Net 90,Christopher Fowler,CC-166
PO-84b117f6e1,1,2024-06-09 21:04:33,2024-06-27 21:04:33,Draft,1731.4800000000002,Renee Johnson,SUP-154dd692,PROD-cb1527,47,36.84,2024-07-19 21:04:33,47,1731.4800000000002,47,1731.4800000000002,,Net 90,Nathan Lee,CC-117
PO-ff153538f1,1,2025-09-22 23:02:24,2025-09-23 23:02:24,Issued,86536.94,Dwayne Young,SUP-2fdc9c4b,PROD-06958f,98,883.03,2025-11-06 23:02:24,76,67110.28,87,76823.61,CTR-ba51e58984,Net 60,Michael Brown,CC-124
PO-ff153538f1,2,2025-09-22 23:02:24,2025-10-05 23:02:24,Rejected,943.82,Mrs. Patricia Parker,SUP-2fdc9c4b,PROD-3df99f,2,471.91,2025-10-25 23:02:24,2,943.82,2,943.82,,Net 30,Theresa Jenkins,CC-124
PO-aadb5d1574,1,2024-02-25 11:02:47,2024-03-05 11:02:47,Pending Approval,2277.36,John Willis,SUP-dcd1048a,PROD-945bd2,6,379.56,2024-04-22 11:02:47,6,2277.36,6,2277.36,CTR-011a7425a7,Net 60,Patricia Allen,CC-167
PO-aadb5d1574,2,2024-02-25 11:02:47,2024-03-22 11:02:47,Delivered,2959.79,Joshua West,SUP-dcd1048a,PROD-6d7c4f,41,72.19,2024-03-18 11:02:47,0,0.0,37,2671.0299999999997,CTR-70147c458c,Net 30,Charles Harrison,CC-167
PO-7fe1aeea0c,1,2024-04-25 18:35:56,2024-05-17 18:35:56,Closed,15897.68,Kaitlyn Boone,SUP-2e75bb4f,PROD-f1b76f,38,418.36,2024-06-21 18:35:56,0,0.0,9,3765.2400000000002,,Net 30,Joseph Leon,CC-178
PO-7fe1aeea0c,2,2024-04-25 18:35:56,2024-05-13 18:35:56,Pending Approval,52380.09,Patricia Anderson,SUP-2e75bb4f,PROD-4682f0,63,831.43,2024-05-26 18:35:56,63,52380.09,63,52380.09,CTR-e6bfdce1f6,Net 60,Vickie Holland,CC-178
PO-30db8f160f,1,2025-07-17 20:37:41,2025-08-01 20:37:41,Closed,38312.04,Jordan Hernandez,SUP-4973df09,PROD-d1bf56,52,736.77,2025-08-31 20:37:41,0,0.0,2,1473.54,CTR-8e641a27be,Net 90,Eric Moss,CC-167
PO-81a3972135,1,2025-04-24 06:22:21,2025-04-26 06:22:21,Rejected,11659.16,Rebecca Simmons,SUP-b7eb23ec,PROD-06958f,23,506.92,2025-05-14 06:22:21,23,11659.16,23,11659.16,,Net 90,Paul Williams,CC-167
PO-81a3972135,2,2025-04-24 06:22:21,2025-04-28 06:22:21,Draft,4694.700000000001,Logan Crane,SUP-b7eb23ec,PROD-e34810,15,312.98,2025-05-28 06:22:21,15,4694.700000000001,15,4694.700000000001,,Net 90,Michael Elliott,CC-167
PO-81a3972135,3,2025-04-24 06:22:21,2025-05-16 06:22:21,Cancelled,15129.66,Emily Bradley,SUP-b7eb23ec,PROD-c245f9,39,387.94,2025-06-17 06:22:21,39,15129.66,39,15129.66,CTR-fe8f1ca185,Net 30,Joann Michael,CC-167
PO-51d9032cd8,1,2024-01-15 09:35:10,2024-02-13 09:35:10,Partially Received,22744.64,Michael Baker,SUP-09be9878,PROD-945bd2,34,668.96,2024-01-29 09:35:10,27,18061.920000000002,31,20737.760000000002,,Net 30,Rodney Clark,CC-142
PO-51d9032cd8,2,2024-01-15 09:35:10,2024-02-04 09:35:10,Issued,16859.84,Trevor Jackson,SUP-09be9878,PROD-25dd54,76,221.84,2024-02-17 09:35:10,62,13754.08,70,15528.800000000001,,Net 60,Barry Williams,CC-142
PO-51d9032cd8,3,2024-01-15 09:35:10,2024-01-22 09:35:10,Closed,52824.420000000006,Rebecca Thomas,SUP-09be9878,PROD-8e8749,99,533.58,2024-02-26 09:35:10,0,0.0,52,27746.160000000003,,Net 30,Angela Barker,CC-142
PO-51d9032cd8,4,2024-01-15 09:35:10,2024-01-19 09:35:10,Pending Approval,24119.37,Shawn Kramer,SUP-09be9878,PROD-3df99f,33,730.89,2024-01-30 09:35:10,33,24119.37,33,24119.37,,Net 90,Vincent Weiss,CC-142
PO-e97bba5afe,1,2024-05-09 10:37:06,2024-05-22 10:37:06,Closed,43269.27,Tasha Maxwell,SUP-c9f959df,PROD-be104f,67,645.81,2024-05-22 10:37:06,0,0.0,50,32290.499999999996,CTR-f9145b8d46,Net 60,Christine Hamilton,CC-126
PO-e97bba5afe,2,2024-05-09 10:37:06,2024-05-19 10:37:06,Closed,12747.0,Thomas Zimmerman,SUP-c9f959df,PROD-d53df7,100,127.47,2024-06-07 10:37:06,0,0.0,35,4461.45,,Net 60,Dr. Donald Mahoney IV,CC-126
PO-3480d58244,1,2024-09-16 03:44:54,2024-10-16 03:44:54,Closed,24214.4,Annette Jackson,SUP-fe67c71e,PROD-58f4ab,47,515.2,2024-10-30 03:44:54,0,0.0,15,7728.000000000001,,Net 90,Roberto Jones,CC-164
PO-3480d58244,2,2024-09-16 03:44:54,2024-09-20 03:44:54,Issued,27515.510000000002,Christine Woods,SUP-fe67c71e,PROD-58f4ab,41,671.11,2024-10-30 03:44:54,8,5368.88,29,19462.19,,Net 30,Barbara Dyer,CC-164
PO-3480d58244,3,2024-09-16 03:44:54,2024-09-27 03:44:54,Pending Approval,37064.950000000004,Shelia Thompson,SUP-fe67c71e,PROD-e34810,65,570.23,2024-10-26 03:44:54,65,37064.950000000004,65,37064.950000000004,,Net 90,Joshua Johns,CC-164
PO-4d334d588c,1,2024-07-18 22:15:24,2024-07-31 22:15:24,Partially Received,4639.36,Jennifer Bishop,SUP-09be9878,PROD-b365e2,88,52.72,2024-08-12 22:15:24,41,2161.52,69,3637.68,,Net 90,James Steele,CC-157
PO-4d334d588c,2,2024-07-18 22:15:24,2024-08-10 22:15:24,Closed,27701.190000000002,Nicole Hernandez,SUP-09be9878,PROD-7099f0,81,341.99,2024-08-30 22:15:24,0,0.0,12,4103.88,CTR-46978b4174,Net 30,Diane Smith,CC-157
PO-4d334d588c,3,2024-07-18 22:15:24,2024-07-25 22:15:24,Closed,70922.52,Timothy Cooper,SUP-09be9878,PROD-55cd75,97,731.16,2024-08-21 22:15:24,0,0.0,51,37289.159999999996,CTR-e346b38f46,Net 60,Levi Taylor,CC-157
PO-4d334d588c,4,2024-07-18 22:15:24,2024-08-11 22:15:24,Issued,7608.6,Daniel Jenkins,SUP-09be9878,PROD-55cd75,45,169.08,2024-08-31 22:15:24,12,2028.96,41,6932.280000000001,CTR-ffc3c7e495,Net 90,David Williams,CC-157
PO-4d334d588c,5,2024-07-18 22:15:24,2024-07-19 22:15:24,Partially Received,2622.69,Antonio Thomas,SUP-09be9878,PROD-d1bf56,9,291.41,2024-09-02 22:15:24,1,291.41,1,291.41,CTR-d78b346dfe,Net 60,John Smith,CC-157
PO-105c67faf8,1,2024-06-21 12:02:47,2024-06-27 12:02:47,Closed,20472.899999999998,Paul Hudson,SUP-c888e987,PROD-42a118,30,682.43,2024-07-05 12:02:47,0,0.0,12,8189.16,CTR-e6ecea1811,Net 60,Samantha White,CC-132
PO-105c67faf8,2,2024-06-21 12:02:47,2024-07-15 12:02:47,Delivered,65871.56999999999,Courtney Barnes,SUP-c888e987,PROD-9fc5f6,89,740.13,2024-07-22 12:02:47,0,0.0,73,54029.49,,Net 30,Tara Maddox,CC-132
PO-105c67faf8,3,2024-06-21 12:02:47,2024-06-22 12:02:47,Delivered,43970.670000000006,Richard Lucero,SUP-c888e987,PROD-b351f9,87,505.41,2024-07-07 12:02:47,0,0.0,66,33357.060000000005,CTR-768217a751,Net 30,Jamie Perry,CC-132
PO-53807c848a,1,2025-01-30 01:01:12,2025-02-17 01:01:12,Rejected,745.08,Jerome Foster,SUP-619ce414,PROD-ab0b6f,12,62.09,2025-02-25 01:01:12,12,745.08,12,745.08,,Net 60,Logan Ellis,CC-131
PO-53807c848a,2,2025-01-30 01:01:12,2025-02-19 01:01:12,Partially Received,10934.64,Rachel Diaz MD,SUP-619ce414,PROD-f1b76f,72,151.87,2025-03-21 01:01:12,67,10175.29,67,10175.29,CTR-dc0e81c516,Net 90,Patricia Sherman,CC-131
PO-53807c848a,3,2025-01-30 01:01:12,2025-02-15 01:01:12,Rejected,895.86,Gregory Strickland,SUP-619ce414,PROD-24132b,1,895.86,2025-02-15 01:01:12,1,895.86,1,895.86,,Net 90,Tammy Nguyen,CC-131
PO-53807c848a,4,2025-01-30 01:01:12,2025-02-01 01:01:12,Rejected,69230.0,Shawn Mcpherson,SUP-619ce414,PROD-fee5a8,92,752.5,2025-03-29 01:01:12,92,69230.0,92,69230.0,,Net 60,Alexander Hicks,CC-131
PO-53807c848a,5,2025-01-30 01:01:12,2025-02-10 01:01:12,Closed,871.2900000000001,Dr. Jennifer Larson PhD,SUP-619ce414,PROD-24132b,21,41.49,2025-03-20 01:01:12,0,0.0,3,124.47,CTR-deb5db7b64,Net 30,Jennifer Knox,CC-131
PO-d765793a86,1,2025-06-19 13:37:21,2025-06-27 13:37:21,Delivered,7554.8,Courtney Moyer,SUP-91cd49f0,PROD-4fdc5a,40,188.87,2025-07-30 13:37:21,0,0.0,24,4532.88,,Net 30,Keith Hart,CC-125
PO-d765793a86,2,2025-06-19 13:37:21,2025-06-30 13:37:21,Partially Received,26724.48,Nancy Anderson,SUP-91cd49f0,PROD-84fe5e,48,556.76,2025-08-07 13:37:21,7,3897.3199999999997,29,16146.039999999999,,Net 30,Elizabeth Brewer,CC-125
PO-d765793a86,3,2025-06-19 13:37:21,2025-07-09 13:37:21,Closed,29702.850000000002,Amanda Mccoy,SUP-91cd49f0,PROD-b5b045,71,418.35,2025-07-12 13:37:21,0,0.0,22,9203.7,,Net 90,Crystal Parker DVM,CC-125
PO-d765793a86,4,2025-06-19 13:37:21,2025-06-24 13:37:21,Approved,34578.72,Cynthia Park,SUP-91cd49f0,PROD-46e754,88,392.94,2025-08-10 13:37:21,88,34578.72,88,34578.72,CTR-b17109c226,Net 90,Robert Caldwell,CC-125
PO-9ceb06a53c,1,2024-08-14 16:54:25,2024-08-27 16:54:25,Rejected,18106.05,Emily Jones,SUP-e0606575,PROD-15b9c4,19,952.95,2024-09-27 16:54:25,19,18106.05,19,18106.05,,Net 60,Stacey Garcia,CC-158
PO-4100dea90f,1,2024-03-07 02:45:43,2024-03-31 02:45:43,Closed,14315.52,Michael Bright,SUP-b84bb2c6,PROD-43d532,96,149.12,2024-04-26 02:45:43,0,0.0,2,298.24,,Net 30,David Sanchez,CC-129
PO-4100dea90f,2,2024-03-07 02:45:43,2024-03-24 02:45:43,Closed,19258.36,Yvonne Murray,SUP-b84bb2c6,PROD-8e8749,23,837.32,2024-03-31 02:45:43,0,0.0,14,11722.480000000001,CTR-a50337bc0c,Net 60,Jeffery Scott,CC-129
PO-4100dea90f,3,2024-03-07 02:45:43,2024-03-11 02:45:43,Approved,5861.55,Jacob Carr,SUP-b84bb2c6,PROD-30bc83,23,254.85,2024-04-13 02:45:43,23,5861.55,23,5861.55,,Net 60,James Bailey PhD,CC-129
PO-a3d4732baf,1,2024-07-18 10:07:46,2024-08-01 10:07:46,Closed,18734.76,April George,SUP-0afe4cb0,PROD-24132b,36,520.41,2024-09-10 10:07:46,0,0.0,30,15612.3,,Net 30,Allison Nelson,CC-109
PO-a3d4732baf,2,2024-07-18 10:07:46,2024-08-14 10:07:46,Issued,17595.75,Amanda Jordan,SUP-0afe4cb0,PROD-d8b0da,25,703.83,2024-07-30 10:07:46,13,9149.79,24,16891.920000000002,,Net 90,Michelle Brock,CC-109
PO-a3d4732baf,3,2024-07-18 10:07:46,2024-08-09 10:07:46,Issued,8377.56,Valerie Jones,SUP-0afe4cb0,PROD-308023,27,310.28,2024-08-12 10:07:46,2,620.56,4,1241.12,CTR-f7db0e24c1,Net 90,Rachel Reynolds MD,CC-109
PO-ab27f81040,1,2023-10-19 10:51:17,2023-11-03 10:51:17,Closed,34093.189999999995,Michael Rodriguez,SUP-439a377c,PROD-06958f,73,467.03,2023-11-27 10:51:17,0,0.0,7,3269.21,,Net 30,Shelly Choi,CC-102
PO-ab27f81040,2,2023-10-19 10:51:17,2023-10-29 10:51:17,Closed,42745.05,Lori Martin,SUP-439a377c,PROD-46e754,45,949.89,2023-11-29 10:51:17,0,0.0,34,32296.26,,Net 30,Jose Smith,CC-102
PO-fcafa54d99,1,2024-07-02 21:22:18,2024-07-03 21:22:18,Closed,21824.920000000002,Robert Gross,SUP-89966013,PROD-ab0b6f,47,464.36,2024-07-12 21:22:18,0,0.0,20,9287.2,,Net 30,Ryan Rodriguez,CC-118
PO-02ad327fd4,1,2024-01-18 07:23:10,2024-01-28 07:23:10,Closed,1232.36,Christine Ali,SUP-2e75bb4f,PROD-84fe5e,2,616.18,2024-03-03 07:23:10,0,0.0,0,0.0,,Net 60,Michael Meyers,CC-140
PO-02ad327fd4,2,2024-01-18 07:23:10,2024-02-06 07:23:10,Closed,51886.119999999995,Toni Davis,SUP-2e75bb4f,PROD-4dd329,52,997.81,2024-02-02 07:23:10,0,0.0,4,3991.24,CTR-1ada6a94dd,Net 90,Corey Silva,CC-140
PO-ba80400d94,1,2024-10-21 02:53:13,2024-11-14 02:53:13,Issued,429.90000000000003,Julie Allen,SUP-b2cf0670,PROD-06958f,3,143.3,2024-11-16 02:53:13,2,286.6,3,429.90000000000003,,Net 90,Kaitlyn Walker,CC-159
PO-ba80400d94,2,2024-10-21 02:53:13,2024-11-12 02:53:13,Partially Received,36589.6,Benjamin Hoover MD,SUP-b2cf0670,PROD-b365e2,40,914.74,2024-11-14 02:53:13,40,36589.6,40,36589.6,,Net 60,Autumn Allen,CC-159
PO-ba80400d94,3,2024-10-21 02:53:13,2024-11-05 02:53:13,Closed,28150.019999999997,Ashley Jones,SUP-b2cf0670,PROD-7099f0,38,740.79,2024-11-07 02:53:13,0,0.0,11,8148.69,CTR-7ec6f4e913,Net 60,Taylor Reid,CC-159
PO-ce318028b7,1,2025-02-18 11:45:40,2025-03-11 11:45:40,Closed,7702.08,David Mullins,SUP-8a6fa90f,PROD-24132b,48,160.46,2025-03-20 11:45:40,0,0.0,46,7381.160000000001,,Net 60,Andrea Smith,CC-124
PO-133a589be5,1,2024-11-10 15:36:07,2024-11-23 15:36:07,Cancelled,42789.66,Ashlee Anderson,SUP-24bdfd52,PROD-d4e5a4,46,930.21,2024-12-31 15:36:07,46,42789.66,46,42789.66,,Net 30,Jared Owens,CC-150
